"authors","title","journal","issue","volume","pages","article_no","doi","doctype","year","date","database","ExportDate"
"Hyodo, K., Nagai, H., Okuno, T.","Dual function of a cis-acting RNA element that acts as a replication enhancer and  a translation repressor in a plant positive-stranded RNA virus.","Virology",NA,"512","74-82","S0042-6822(17)30309-4 [pii]","10.1016/j.virol.2017.09.008","Journal Article","2017","Dec","PubMed",2024-01-29
"Sumida, S., Ito, M., Galis, I., Nakatani, H., Shinya, T., Ohnishi, K., Hikichi, Y., Kiba, A.","Phosphoinositide 3-kinase participates in l-methionine sulfoximine-induced cell  death via salicylic acid mediated signaling in Nicotiana benthamiana.","Journal of plant physiology",NA,"218","167-170","S0176-1617(17)30198-0 [pii]","10.1016/j.jplph.2017.07.016","Journal Article","2017","Nov","PubMed",2024-01-29
"Sobhy, I.S., Miyake, A., Shinya, T., Galis, I.","Oral Secretions Affect HIPVs Induced by Generalist (Mythimna loreyi) and  Specialist (Parnara guttata) Herbivores in Rice.","Journal of chemical ecology","9","43","929-943","10.1007/s10886-017-0882-4 [doi]","10.1007/s10886-017-0882-4","Journal Article","2017","Sep","PubMed",2024-01-29
"Onishi, K., Yamane, M., Yamaji, N., Tokui, M., Kanamori, H., Wu, J., Komatsuda, T., Sato, K.","Erratum to: Sequence differences in the seed dormancy gene Qsd1 among various  wheat genomes.","BMC genomics","1","18","663","10.1186/s12864-017-4046-2 [doi]","10.1186/s12864-017-4046-2","Journal Article","2017","Aug 29","PubMed",2024-01-29
"Ikeda, H., Eidesen, P.B., Yakubov, V., Barkalov, V., Brochmann, C., Setoguchi, H.","Late Pleistocene origin of the entire circumarctic range of the arctic-alpine  plant Kalmia procumbens.","Molecular ecology","20","26","5773-5783","10.1111/mec.14325 [doi]","10.1111/mec.14325","Journal Article","2017","Oct","PubMed",2024-01-29
"Sano, N., Kim, J., Onda, Y., Nomura, T., Mochida, K., Okamoto, M., Seo, M.","RNA-Seq using bulked recombinant inbred line populations uncovers the importance  of brassinosteroid for seed longevity after priming treatments.","Scientific reports","1","7","8095","10.1038/s41598-017-08116-5 [doi]","10.1038/s41598-017-08116-5","Journal Article","2017","Aug 14","PubMed",2024-01-29
"Sakurai, G., Yamaji, N., Mitani-Ueno, N., Yokozawa, M., Ono, K., Ma, J.F.","A Model of Silicon Dynamics in Rice: An Analysis of the Investment Efficiency of  Si Transporters.","Frontiers in plant science",NA,"8","1187","10.3389/fpls.2017.01187 [doi]","10.3389/fpls.2017.01187","Journal Article","2017","","PubMed",2024-01-29
"Miwa, A., Sawada, Y., Tamaoki, D., Yokota Hirai, M., Kimura, M., Sato, K., Nishiuchi, T.","Nicotinamide mononucleotide and related metabolites induce disease resistance  against fungal phytopathogens in Arabidopsis and barley.","Scientific reports","1","7","6389","10.1038/s41598-017-06048-8 [doi]","10.1038/s41598-017-06048-8","Journal Article","2017","Jul 25","PubMed",2024-01-29
"Ishiga, Y., Watanabe, M., Ishiga, T., Tohge, T., Matsuura, T., Ikeda, Y., Hoefgen, R., Fernie, A.R., Mysore, K.S.","The SAL-PAP Chloroplast Retrograde Pathway Contributes to Plant Immunity by  Regulating Glucosinolate Pathway and Phytohormone Signaling.","Molecular plant-microbe interactions : MPMI","10","30","829-841","10.1094/MPMI-03-17-0055-R [doi]","10.1094/MPMI-03-17-0055-R","Journal Article","2017","Oct","PubMed",2024-01-29
"Onishi, K., Yamane, M., Yamaji, N., Tokui, M., Kanamori, H., Wu, J., Komatsuda, T., Sato, K.","Sequence differences in the seed dormancy gene Qsd1 among various wheat genomes.","BMC genomics","1","18","497","10.1186/s12864-017-3880-6 [doi]","10.1186/s12864-017-3880-6","Journal Article","2017","Jun 29","PubMed",2024-01-29
"Tajima, Y., Iwakawa, H., Hyodo, K., Kaido, M., Mise, K., Okuno, T.","Requirement for eukaryotic translation initiation factors in cap-independent  translation differs between bipartite genomic RNAs of red clover necrotic mosaic  virus.","Virology",NA,"509","152-158","S0042-6822(17)30193-9 [pii]","10.1016/j.virol.2017.06.015","Journal Article","2017","Sep","PubMed",2024-01-29
"Gupta, A., Hisano, H., Hojo, Y., Matsuura, T., Ikeda, Y., Mori, I.C., Senthil-Kumar, M.","Global profiling of phytohormone dynamics during combined drought and pathogen  stress in Arabidopsis thaliana reveals ABA and JA as major regulators.","Scientific reports","1","7","4017","10.1038/s41598-017-03907-2 [doi]","10.1038/s41598-017-03907-2","Journal Article","2017","Jun 21","PubMed",2024-01-29
"Takemoto, Y., Tsunemitsu, Y., Fujii-Kashino, M., Mitani-Ueno, N., Yamaji, N., Ma, J.F., Kato, S., Iwasaki, K., Ueno, D.","The Tonoplast-Localized Transporter MTP8.2 Contributes to Manganese  Detoxification in the Shoots and Roots of Oryza sativa L.","Plant & cell physiology","9","58","1573-1582","10.1093/pcp/pcx082 [doi]","10.1093/pcp/pcx082","Journal Article","2017","Sep 1","PubMed",2024-01-29
"Nasr Esfahani, M., Inoue, K., Chu, H.D., Nguyen, K.H., Van Ha, C., Watanabe, Y., Burritt, D.J., Herrera-Estrella, L., Mochida, K., Tran, L.P.","Comparative transcriptome analysis of nodules of two Mesorhizobium-chickpea  associations with differential symbiotic efficiency under phosphate deficiency.","The Plant journal : for cell and molecular biology","5","91","911-926","10.1111/tpj.13616 [doi]","10.1111/tpj.13616","Comparative Study","2017","Sep","PubMed",2024-01-29
"Lei, G.J., Yokosho, K., Yamaji, N., Fujii-Kashino, M., Ma, J.F.","Functional characterization of two half-size ABC transporter genes in  aluminium-accumulating buckwheat.","The New phytologist","3","215","1080-1089","10.1111/nph.14648 [doi]","10.1111/nph.14648","Journal Article","2017","Aug","PubMed",2024-01-29
"Hyodo, K., Suzuki, N., Mise, K., Okuno, T.","Roles of superoxide anion and hydrogen peroxide during replication of two  unrelated plant RNA viruses in Nicotiana benthamiana.","Plant signaling & behavior","6","12","e1338223","10.1080/15592324.2017.1338223 [doi]","10.1080/15592324.2017.1338223","Journal Article","2017","Jun 3","PubMed",2024-01-29
"Yamaji, N., Ma, J.F.","Node-controlled allocation of mineral elements in Poaceae.","Current opinion in plant biology",NA,"39","18-24","S1369-5266(17)30052-3 [pii]","10.1016/j.pbi.2017.05.002","Journal Article","2017","Oct","PubMed",2024-01-29
"Ube, N., Nishizaka, M., Ichiyanagi, T., Ueno, K., Taketa, S., Ishihara, A.","Evolutionary changes in defensive specialized metabolism in the genus Hordeum.","Phytochemistry",NA,"141","1-10","S0031-9422(17)30196-6 [pii]","10.1016/j.phytochem.2017.05.004","Journal Article","2017","Sep","PubMed",2024-01-29
"Kobayashi, N.I., Yamaji, N., Yamamoto, H., Okubo, K., Ueno, H., Costa, A., Tanoi, K., Matsumura, H., Fujii-Kashino, M., Horiuchi, T., Nayef, M.A., Shabala, S., An, G., Ma, J.F., Horie, T.","OsHKT1;5 mediates Na(+) exclusion in the vasculature to protect leaf blades and  reproductive tissues from salt toxicity in rice.","The Plant journal : for cell and molecular biology","4","91","657-670","10.1111/tpj.13595 [doi]","10.1111/tpj.13595","Journal Article","2017","Aug","PubMed",2024-01-29
"Chen, Z.C., Yamaji, N., Horie, T., Che, J., Li, J., An, G., Ma, J.F.","A Magnesium Transporter OsMGT1 Plays a Critical Role in Salt Tolerance in Rice.","Plant physiology","3","174","1837-1849","10.1104/pp.17.00532 [doi]","10.1104/pp.17.00532","Journal Article","2017","Jul","PubMed",2024-01-29
"Kondo, H., Hirota, K., Maruyama, K., Andika, I.B., Suzuki, N.","A possible occurrence of genome reassortment among bipartite rhabdoviruses.","Virology",NA,"508","18-25","S0042-6822(17)30135-6 [pii]","10.1016/j.virol.2017.04.027","Journal Article","2017","Aug","PubMed",2024-01-29
"Ikeda, Y., Pelissier, T., Bourguet, P., Becker, C., Pouch-Pelissier, M., Pogorelcnik, R., Weingartner, M., Weigel, D., Deragon, J., Mathieu, O.","Arabidopsis proteins with a transposon-related domain act in gene silencing.","Nature communications",NA,"8","15122","10.1038/ncomms15122 [doi]","10.1038/ncomms15122","Journal Article","2017","May 3","PubMed",2024-01-29
"Higashi, A., Nagai, S., Seoane, S., Ueki, S.","A hypervariable mitochondrial protein coding sequence associated with  geographical origin in a cosmopolitan bloom-forming alga, Heterosigma akashiwo.","Biology letters","4","13",NA,"10.1098/rsbl.2016.0976 [doi]","10.1098/rsbl.2016.0976","Journal Article","2017","Apr","PubMed",2024-01-29
"Andika, I.B., Jamal, A., Kondo, H., Suzuki, N.","SAGA complex mediates the transcriptional up-regulation of antiviral RNA  silencing.","Proceedings of the National Academy of Sciences of the United States of America","17","114","E3499-E3506","10.1073/pnas.1701196114 [doi]","10.1073/pnas.1701196114","Journal Article","2017","Apr 25","PubMed",2024-01-29
"Amarasinghe, G.K., Bao, Y., Basler, C.F., Bavari, S., Beer, M., Bejerman, N., Blasdell, K.R., Bochnowski, A., Briese, T., Bukreyev, A., Calisher, C.H., Chandran, K., Collins, P.L., Dietzgen, R.G., Dolnik, O., Durrwald, R., Dye, J.M., Easton, A.J., Ebihara, H., Fang, Q., Formenty, P., Fouchier, R.A.M., Ghedin, E., Harding, R.M., Hewson, R., Higgins, C.M., Hong, J., Horie, M., James, A.P., Jiang, D., Kobinger, G.P., Kondo, H., Kurath, G., Lamb, R.A., Lee, B., Leroy, E.M., Li, M., Maisner, A., Muhlberger, E., Netesov, S.V., Nowotny, N., Patterson, J.L., Payne, S.L., Paweska, J.T., Pearson, M.N., Randall, R.E., Revill, P.A., Rima, B.K., Rota, P., Rubbenstroth, D., Schwemmle, M., Smither, S.J., Song, Q., Stone, D.M., Takada, A., Terregino, C., Tesh, R.B., Tomonaga, K., Tordo, N., Towner, J.S., Vasilakis, N., Volchkov, V.E., Wahl-Jensen, V., Walker, P.J., Wang, B., Wang, D., Wang, F., Wang, L., Werren, J.H., Whitfield, A.E., Yan, Z., Ye, G., Kuhn, J.H.","Taxonomy of the order Mononegavirales: update 2017.","Archives of virology","8","162","2493-2504","10.1007/s00705-017-3311-7 [doi]","10.1007/s00705-017-3311-7","Journal Article","2017","Aug","PubMed",2024-01-29
"Khokon, M.A.R., Salam, M.A., Jammes, F., Ye, W., Hossain, M.A., Okuma, E., Nakamura, Y., Mori, I.C., Kwak, J.M., Murata, Y.","MPK9 and MPK12 function in SA-induced stomatal closure in Arabidopsis thaliana.","Bioscience, biotechnology, and biochemistry","7","81","1394-1400","10.1080/09168451.2017.1308244 [doi]","10.1080/09168451.2017.1308244","Journal Article","2017","Jul","PubMed",2024-01-29
"Wang, S., Yoshinari, A., Shimada, T., Hara-Nishimura, I., Mitani-Ueno, N., Feng Ma, J., Naito, S., Takano, J.","Polar Localization of the NIP5;1 Boric Acid Channel Is Maintained by Endocytosis  and Facilitates Boron Transport in Arabidopsis Roots.","The Plant cell","4","29","824-842","10.1105/tpc.16.00825 [doi]","10.1105/tpc.16.00825","Journal Article","2017","Apr","PubMed",2024-01-29
"Takanashi, K., Yamada, Y., Sasaki, T., Yamamoto, Y., Sato, F., Yazaki, K.","A multidrug and toxic compound extrusion transporter mediates berberine  accumulation into vacuoles in Coptis japonica.","Phytochemistry",NA,"138","76-82","S0031-9422(17)30103-6 [pii]","10.1016/j.phytochem.2017.03.003","Journal Article","2017","Jun","PubMed",2024-01-29
"Kohzuma, K., Sato, Y., Ito, H., Okuzaki, A., Watanabe, M., Kobayashi, H., Nakano, M., Yamatani, H., Masuda, Y., Nagashima, Y., Fukuoka, H., Yamada, T., Kanazawa, A., Kitamura, K., Tabei, Y., Ikeuchi, M., Sakamoto, W., Tanaka, A., Kusaba, M.","The Non-Mendelian Green Cotyledon Gene in Soybean Encodes a Small Subunit of  Photosystem II.","Plant physiology","4","173","2138-2147","10.1104/pp.16.01589 [doi]","10.1104/pp.16.01589","Journal Article","2017","Apr","PubMed",2024-01-29
"Hisano, H., Meints, B., Moscou, M.J., Cistue, L., Echavarri, B., Sato, K., Hayes, P.M.","Selection of transformation-efficient barley genotypes based on TFA  (transformation amenability) haplotype and higher resolution mapping of the TFA  loci.","Plant cell reports","4","36","611-620","10.1007/s00299-017-2107-2 [doi]","10.1007/s00299-017-2107-2","Journal Article","2017","Apr","PubMed",2024-01-29
"Ratcliffe, S., Jugdaohsingh, R., Vivancos, J., Marron, A., Deshmukh, R., Ma, J.F., Mitani-Ueno, N., Robertson, J., Wills, J., Boekschoten, M.V., Muller, M., Mawhinney, R.C., Kinrade, S.D., Isenring, P., Belanger, R.R., Powell, J.J.","Identification of a mammalian silicon transporter.","American journal of physiology. Cell physiology","5","312","C550-C561","10.1152/ajpcell.00219.2015 [doi]","10.1152/ajpcell.00219.2015","Journal Article","2017","May 1","PubMed",2024-01-29
"Nagaki, K., Yamaji, N., Murata, M.","ePro-ClearSee: a simple immunohistochemical method that does not require  sectioning of plant samples.","Scientific reports",NA,"7","42203","10.1038/srep42203 [doi]","10.1038/srep42203","Journal Article","2017","Feb 8","PubMed",2024-01-29
"Hyodo, K., Hashimoto, K., Kuchitsu, K., Suzuki, N., Okuno, T.","Harnessing host ROS-generating machinery for the robust genome replication of a  plant RNA virus.","Proceedings of the National Academy of Sciences of the United States of America","7","114","E1282-E1290","10.1073/pnas.1610212114 [doi]","10.1073/pnas.1610212114","Journal Article","2017","Feb 14","PubMed",2024-01-29
"Hisano, H., Sakamoto, K., Takagi, H., Terauchi, R., Sato, K.","Exome QTL-seq maps monogenic locus and QTLs in barley.","BMC genomics","1","18","125","10.1186/s12864-017-3511-2 [doi]","10.1186/s12864-017-3511-2","Journal Article","2017","Feb 2","PubMed",2024-01-29
"Shimada, T., Endo, T., Rodriguez, A., Fujii, H., Goto, S., Matsuura, T., Hojo, Y., Ikeda, Y., Mori, I.C., Fujikawa, T., Pena, L., Omura, M.","Ectopic accumulation of linalool confers resistance to Xanthomonas citri subsp.  citri in transgenic sweet orange plants.","Tree physiology","5","37","654-664","10.1093/treephys/tpw134 [doi]","10.1093/treephys/tpw134","Journal Article","2017","May 1","PubMed",2024-01-29
"Shao, J.F., Yamaji, N., Shen, R.F., Ma, J.F.","The Key to Mn Homeostasis in Plants: Regulation of Mn Transporters.","Trends in plant science","3","22","215-224","S1360-1385(16)30205-9 [pii]","10.1016/j.tplants.2016.12.005","Journal Article","2017","Mar","PubMed",2024-01-29
"Kameoka, S., Sakio, H., Abe, H., Ikeda, H., Setoguchi, H.","Genetic structure of Hepatica nobilis var. japonica, focusing on within  population flower color polymorphism.","Journal of plant research","2","130","263-271","10.1007/s10265-016-0893-1 [doi]","10.1007/s10265-016-0893-1","Journal Article","2017","Mar","PubMed",2024-01-29
"Yamaji, N., Takemoto, Y., Miyaji, T., Mitani-Ueno, N., Yoshida, K.T., Ma, J.F.","Reducing phosphorus accumulation in rice grains with an impaired transporter in  the node.","Nature","7635","541","92-95","10.1038/nature20610 [doi]","10.1038/nature20610","Journal Article","2017","Jan 5","PubMed",2024-01-29
"Lv, H., Masuda, S., Fujitani, Y., Sahin, N., Tani, A.","Oharaeibacter diazotrophicus gen. nov., sp. nov., a diazotrophic and  facultatively methylotrophic bacterium, isolated from rice rhizosphere.","International journal of systematic and evolutionary microbiology","3","67","576-582","10.1099/ijsem.0.001660 [doi]","10.1099/ijsem.0.001660","Journal Article","2017","Apr","PubMed",2024-01-29
"Chungopast, S., Duangkhet, M., Tajima, S., Ma, J.F., Nomura, M.","Iron-induced nitric oxide leads to an increase in the expression of ferritin  during the senescence of Lotus japonicus nodules.","Journal of plant physiology",NA,"208","40-46","S0176-1617(16)30249-8 [pii]","10.1016/j.jplph.2016.11.004","Journal Article","2017","Jan","PubMed",2024-01-29
"Kokubo, Y., Nishizaka, M., Ube, N., Yabuta, Y., Tebayashi, S., Ueno, K., Taketa, S., Ishihara, A.","Distribution of the tryptophan pathway-derived defensive secondary metabolites  gramine and benzoxazinones in Poaceae.","Bioscience, biotechnology, and biochemistry","3","81","431-440","10.1080/09168451.2016.1256758 [doi]","10.1080/09168451.2016.1256758","Journal Article","2017","Mar","PubMed",2024-01-29
"Dietzgen, R.G., Kondo, H., Goodin, M.M., Kurath, G., Vasilakis, N.","The family Rhabdoviridae: mono- and bipartite negative-sense RNA viruses with  diverse genome organization and common evolutionary origins.","Virus research",NA,"227","158-170","S0168-1702(16)30457-9 [pii]","10.1016/j.virusres.2016.10.010","Journal Article","2017","Jan 2","PubMed",2024-01-29
"Postler, T.S., Clawson, A.N., Amarasinghe, G.K., Basler, C.F., Bavari, S., Benko, M., Blasdell, K.R., Briese, T., Buchmeier, M.J., Bukreyev, A., Calisher, C.H., Chandran, K., Charrel, R., Clegg, C.S., Collins, P.L., Juan Carlos, D.L.T., Derisi, J.L., Dietzgen, R.G., Dolnik, O., Durrwald, R., Dye, J.M., Easton, A.J., Emonet, S., Formenty, P., Fouchier, R.A.M., Ghedin, E., Gonzalez, J., Harrach, B., Hewson, R., Horie, M., Jiang, D., Kobinger, G., Kondo, H., Kropinski, A.M., Krupovic, M., Kurath, G., Lamb, R.A., Leroy, E.M., Lukashevich, I.S., Maisner, A., Mushegian, A.R., Netesov, S.V., Nowotny, N., Patterson, J.L., Payne, S.L., PaWeska, J.T., Peters, C.J., Radoshitzky, S.R., Rima, B.K., Romanowski, V., Rubbenstroth, D., Sabanadzovic, S., Sanfacon, H., Salvato, M.S., Schwemmle, M., Smither, S.J., Stenglein, M.D., Stone, D.M., Takada, A., Tesh, R.B., Tomonaga, K., Tordo, N., Towner, J.S., Vasilakis, N., Volchkov, V.E., Wahl-Jensen, V., Walker, P.J., Wang, L., Varsani, A., Whitfield, A.E., Zerbini, F.M., Kuhn, J.H.","Possibility and Challenges of Conversion of Current Virus Species Names to  Linnaean Binomials.","Systematic biology","3","66","463-473","10.1093/sysbio/syw096 [doi]","10.1093/sysbio/syw096","Journal Article","2017","May 1","PubMed",2024-01-29
"Mochida, K., Sakurai, T., Seki, H., Yoshida, T., Takahagi, K., Sawai, S., Uchiyama, H., Muranaka, T., Saito, K.","Draft genome assembly and annotation of Glycyrrhiza uralensis, a medicinal  legume.","The Plant journal : for cell and molecular biology","2","89","181-194","10.1111/tpj.13385 [doi]","10.1111/tpj.13385","Journal Article","2017","Jan","PubMed",2024-01-29
"Okumura, M., Fujitani, Y., Maekawa, M., Charoenpanich, J., Murage, H., Kimbara, K., Sahin, N., Tani, A.","Cultivable Methylobacterium species diversity in rice seeds identified with  whole-cell matrix-assisted laser desorption/ionization time-of-flight mass  spectrometric analysis.","Journal of bioscience and bioengineering","2","123","190-196","S1389-1723(16)30224-9 [pii]","10.1016/j.jbiosc.2016.09.001","Journal Article","2017","Feb","PubMed",2024-01-29
"Rhee, J., Horie, T., Sasano, S., Nakahara, Y., Katsuhara, M.","Identification of an H(2) O(2) permeable PIP aquaporin in barley and a serine  residue promoting H(2) O(2) transport.","Physiologia plantarum","1","159","120-128","10.1111/ppl.12508 [doi]","10.1111/ppl.12508","Journal Article","2017","Jan","PubMed",2024-01-29
"Nishimura, K., Kato, Y., Sakamoto, W.","Essentials of Proteolytic Machineries in Chloroplasts.","Molecular plant","1","10","4-19","S1674-2052(16)30166-6 [pii]","10.1016/j.molp.2016.08.005","Journal Article","2017","Jan 9","PubMed",2024-01-29
"Takagi, H., Ishiga, Y., Watanabe, S., Konishi, T., Egusa, M., Akiyoshi, N., Matsuura, T., Mori, I.C., Hirayama, T., Kaminaka, H., Shimada, H., Sakamoto, A.","Allantoin, a stress-related purine metabolite, can activate jasmonate signaling  in a MYC2-regulated and abscisic acid-dependent manner.","Journal of experimental botany","17","68","5011","10.1093/jxb/erw289 [doi]","10.1093/jxb/erw289","Journal Article","2017","Oct 13","PubMed",2024-01-29
